,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,S5_7,S5_8,
ASV_5510,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus
ASV_5597,0,0,0,0,0,0,6.18E-05,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans
ASV_5605,0,0,0,0,0,0,4.12E-05,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Thiobacillus
ASV_5611,0,0,0,0,0,0,0,6.18E-05,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax
ASV_5709,0,0,0,0,0,0,4.12E-05,0,k__Bacteria;p__Firmicutes;c__Clostridia
ASV_5721,0.000144101,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis
ASV_5869,4.12E-05,0.000185273,6.18E-05,8.23E-05,8.23E-05,0.000452889,0.000514647,0.00024703,k__Bacteria
ASV_5893,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans
ASV_6362,2.06E-05,0,0.000905778,0,6.18E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium
ASV_6473,0,6.18E-05,6.18E-05,2.06E-05,0,0,4.12E-05,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus
ASV_6478,0.000679334,2.06E-05,0.000164687,8.23E-05,0.000370546,0,0.000329374,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
ASV_6713,0.000864607,4.12E-05,0.000288202,4.12E-05,0.000329374,2.06E-05,0,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Chryseolinea
ASV_6947,0.000885193,0.000123515,0.000288202,0.000164687,0.000555819,0.00024703,0.000267616,0.000185273,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus
ASV_7083,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Thiobacillus
ASV_7827,0,0,0,0,0,6.18E-05,6.18E-05,8.23E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter
ASV_8314,0,2.06E-05,2.06E-05,6.18E-05,0,8.23E-05,0.000288202,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Enhygromyxa
ASV_8603,0,0,0,8.23E-05,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter
ASV_8667,0,0,0,0,0,4.12E-05,0,0,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira
ASV_11414,0.000494061,0,0.000164687,4.12E-05,0.000288202,0,0,2.06E-05,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
ASV_14730,6.18E-05,2.06E-05,4.12E-05,0.000205859,2.06E-05,4.12E-05,4.12E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_incertae_sedis;g__Acidibacter
ASV_22226,4.12E-05,0,4.12E-05,2.06E-05,8.23E-05,0.000123515,2.06E-05,0.000123515,k__Bacteria
ASV_3896,0,0,0,0,0,0,0,0,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio
ASV_4006,0,0,0,0,0,0,0,0,k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Sulfurimonas
ASV_4292,2.06E-05,0.000102929,6.18E-05,8.23E-05,0,0.000144101,4.12E-05,4.12E-05,k__Bacteria
ASV_4469,0,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
ASV_4767,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium
ASV_4847,4.12E-05,6.18E-05,0.000535233,0.002099759,0,2.06E-05,4.12E-05,0,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira
ASV_4860,0,0,6.18E-05,2.06E-05,0,0.000164687,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales
ASV_4881,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia
ASV_5013,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter
ASV_5045,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus
ASV_5130,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
ASV_5225,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_5304,4.12E-05,0,0,0,0,0,0,0,k__Bacteria;p__Poribacteria;g__Poribacteria_genera_incertae_sedis
ASV_5311,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria
ASV_5348,2.06E-05,0,4.12E-05,0,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia
ASV_5399,0,4.12E-05,0,0,0.000185273,0,0.000102929,0.000308788,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
ASV_5579,4.12E-05,0.000123515,0,0,0.000391132,0.000741091,8.23E-05,0.000926364,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_5612,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
ASV_5670,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae
ASV_5844,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria
ASV_6262,2.06E-05,0,0,4.12E-05,4.12E-05,0,6.18E-05,0.000164687,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Ohtaekwangia
ASV_6364,2.06E-05,2.06E-05,6.18E-05,0,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales
ASV_6443,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae
ASV_6673,0,4.12E-05,4.12E-05,0,6.18E-05,0,0,6.18E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp5;g__Gp5
ASV_6749,0,0,0,0,0,4.12E-05,0,0,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia
ASV_6803,0.000123515,0.000144101,6.18E-05,4.12E-05,2.06E-05,4.12E-05,0.000102929,6.18E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium
ASV_6995,0,0,0,0,0,0,8.23E-05,4.12E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_7367,0,0,0,0,2.06E-05,0,0,6.18E-05,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidiferrimicrobium
ASV_8673,0,6.18E-05,0,0,0,0.000329374,0.000144101,0.000494061,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
ASV_8966,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
ASV_9009,0,8.23E-05,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_10419,0,0,8.23E-05,2.06E-05,0,0.000205859,0.000102929,8.23E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfovirga
ASV_10521,0,0,0,0,0,0,0,0,k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Calditrichaceae;g__Caldithrix
ASV_13337,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Steroidobacteraceae;g__Steroidobacter
ASV_19234,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer
ASV_4317,2.06E-05,4.12E-05,8.23E-05,0.000123515,8.23E-05,0.000370546,0.000308788,0.000741091,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_4350,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales
ASV_4370,2.06E-05,2.06E-05,6.18E-05,0,8.23E-05,0,2.06E-05,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_4452,6.18E-05,4.12E-05,0.000123515,0,6.18E-05,2.06E-05,0.000164687,0.000123515,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Asprobacter
ASV_4632,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mangrovibacterium
ASV_4675,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Racemicystis
ASV_4728,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae
ASV_4842,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatitalea
ASV_5072,0,0,0,0,0,0,0,0,k__Bacteria;p__Rhodothermaeota;c__Rhodothermia;o__Rhodothermales;f__Salisaetaceae;g__Roseithermus
ASV_5193,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas
ASV_5218,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter
ASV_5230,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella
ASV_5343,6.18E-05,0,4.12E-05,4.12E-05,0,2.06E-05,2.06E-05,2.06E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp13;g__Gp13
ASV_5456,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales
ASV_5573,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales
ASV_5647,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer
ASV_5923,0,2.06E-05,0.000164687,0.000102929,4.12E-05,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
ASV_5956,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp5;g__Gp5
ASV_6213,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae
ASV_6220,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Magnetovibrio
ASV_6413,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_6420,0,2.06E-05,0,0,0,0,0,0,k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium
ASV_6470,0,0,0,0,0,0,4.12E-05,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces
ASV_6593,0,0,0,0,0,4.12E-05,6.18E-05,4.12E-05,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora
ASV_6664,4.12E-05,4.12E-05,2.06E-05,2.06E-05,6.18E-05,0.000102929,4.12E-05,2.06E-05,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1
ASV_6767,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas
ASV_7041,2.06E-05,2.06E-05,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
ASV_7170,0,0,0,0,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales
ASV_8424,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinobacterium
ASV_10919,0.000164687,0,4.12E-05,0,2.06E-05,0,0.000123515,2.06E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga
ASV_20137,0,0,0,0,0,0,4.12E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Pseudorhodoplanes
ASV_21529,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Demequinaceae;g__Demequina
ASV_23984,0,0.000102929,0,0,2.06E-05,0.000164687,0,0.000288202,k__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium
ASV_4253,0,0,0,0,0,0,0,0,k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter
ASV_4299,0,0,0.000144101,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes
ASV_4394,0,0.000102929,0,2.06E-05,2.06E-05,8.23E-05,0.000102929,0.000473475,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Candidatus_Solibacter
ASV_4573,2.06E-05,0,0,0,0,4.12E-05,0,2.06E-05,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Actinomarinicola
ASV_4651,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;g__Gp10
ASV_4676,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_4702,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Acidihalobacter
ASV_4777,0,2.06E-05,2.06E-05,0,6.18E-05,8.23E-05,0,0.000185273,k__Bacteria;p__Acidobacteria
ASV_4928,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter
ASV_4999,0,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter
ASV_5002,0,0,0,0,0,0,0,0,k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Aliifodinibius
ASV_5026,2.06E-05,0.000226445,2.06E-05,0,0,0,8.23E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_5131,2.06E-05,0.000123515,2.06E-05,2.06E-05,6.18E-05,0.00034996,0.000267616,4.12E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp15;g__Gp15
ASV_5166,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria
ASV_5201,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
ASV_5341,0,2.06E-05,0,0,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassobaculaceae;g__Oceanibaculum
ASV_5367,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfonatronaceae;g__Desulfonatronum
ASV_5428,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans
ASV_5452,0,0,0,0,0,0,0,0,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter
ASV_5513,0,0,0,0,0,0,0,0,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio
ASV_5558,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum
ASV_5624,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella
ASV_5715,0.00024703,4.12E-05,0.000226445,0.000679334,0.000144101,4.12E-05,0,2.06E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae
ASV_5744,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga
ASV_6077,2.06E-05,0,4.12E-05,0.000102929,0,0.000205859,0,4.12E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Steroidobacteraceae;g__Steroidobacter
ASV_6269,0,0,4.12E-05,0,0,0.000164687,4.12E-05,0.000102929,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae
ASV_6305,0,0,4.12E-05,0.000205859,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
ASV_6423,0,0,0,0,0,2.06E-05,0,2.06E-05,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_6477,0.000473475,0.000617576,0.00024703,0.00034996,0.00059699,6.18E-05,0,8.23E-05,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
ASV_6485,8.23E-05,0,6.18E-05,0,4.12E-05,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_7380,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
ASV_7530,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_8118,0,0,0,0,0,0,4.12E-05,2.06E-05,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
ASV_12338,0,0,0,2.06E-05,0,6.18E-05,4.12E-05,0.000432303,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Frankia
ASV_17915,0.000164687,0.000123515,0.001585112,0.000576404,0.000494061,0,4.12E-05,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium
ASV_3971,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus
ASV_4168,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Lacimicrobium
ASV_4367,8.23E-05,0,6.18E-05,4.12E-05,2.06E-05,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
ASV_4682,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Egibacterales;f__Egibacteraceae;g__Egibacter
ASV_4754,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
ASV_4815,0,2.06E-05,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_4820,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium
ASV_4977,0,0,0,0,0,0,0,0,k__Bacteria
ASV_5003,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria
ASV_5049,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfonatronaceae;g__Desulfonatronum
ASV_5099,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Wandonia
ASV_5176,0.000205859,6.18E-05,4.12E-05,2.06E-05,4.12E-05,8.23E-05,4.12E-05,4.12E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia
ASV_5413,0,0,0,0,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera
ASV_5463,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae
ASV_5471,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Rhodobium
ASV_5508,0,0,6.18E-05,0,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_5564,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria
ASV_5629,2.06E-05,0,0,4.12E-05,2.06E-05,0,0,4.12E-05,k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Egicoccales;f__Egicoccaceae;g__Egicoccus
ASV_5773,8.23E-05,2.06E-05,0.000102929,0,2.06E-05,2.06E-05,2.06E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Vulgatibacteraceae;g__Vulgatibacter
ASV_5878,2.06E-05,4.12E-05,2.06E-05,0,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae
ASV_5913,0,0,2.06E-05,0,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Sulfuricaulis
ASV_5936,6.18E-05,0.000164687,0.000144101,4.12E-05,0,0.00024703,0.000494061,4.12E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter
ASV_6082,0,0,2.06E-05,0,0,2.06E-05,2.06E-05,4.12E-05,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinocorallia
ASV_6162,0,0.000185273,0.000432303,2.06E-05,2.06E-05,0.00034996,0.000144101,0.000185273,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfocapsa
ASV_6322,0,0,0,0,0,0.000185273,0,0.000185273,k__Bacteria
ASV_6325,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria
ASV_6408,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_6486,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp22;g__Gp22
ASV_6689,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Thiobacillus
ASV_6898,0.000102929,4.12E-05,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales
ASV_6991,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum
ASV_7085,0,0.000102929,0,0,4.12E-05,0,4.12E-05,2.06E-05,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella
ASV_7089,6.18E-05,0,2.06E-05,0,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Steroidobacteraceae;g__Steroidobacter
ASV_7978,0,0.00024703,0.000267616,0.00034996,0,8.23E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas
ASV_8185,0,2.06E-05,0,0,2.06E-05,0.000102929,0,0.000102929,k__Bacteria;p__Verrucomicrobia;c__Subdivision3;g__Subdivision3_genera_incertae_sedis
ASV_9838,4.12E-05,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
ASV_4380,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatiglans
ASV_4512,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter
